RIBS_ID,Station_Na,M_BASIN_ID,Nutrient_EcoR,LOCATION,RIVMILLE,BASIN_LOC_RIV,DESCRIPT,LATITUDE,LONGITUDE,PREVNAME,Distance from joined site (m),Joined to existing site (J) or created new (N),Notes,Notes 2
2022406,Stillwater Creek,2,7,STIL,7.2,02-STIL-7.2,At Bridge on Mill Rd; Southeast corner of Lawson Park,42.032,-79.281,STIL-A (pre-2016),0.221895,J,Joined to existing bio site,
9011203,Sucker Brook in Waddington,9,7,SCKE,3.4,09-SCKE-3.4,40m downstream of Buck Rd bridge,44.83778,-75.22222,"SCKE-01(Big Sucker Brook, prior 2009))SCKE02 (pre2014)",0,J,Joined to existing bio site,
10032101,Sumner Brook,10,8,TWOB,1.3,10-TWOB-1.3,40m above Rte 3,44.40855,-74.08427,SUMN-01 (pre-2017),53.420337,J,Joined to existing bio site,
6030006,SUSQUEHANNA R. IN SMITHBORO,6,7,SUSQ,6.9,06-SUSQ-6.9,"300 m below Rt. 282 bridge
Access across river at Bridge St",42.02917,-76.40056, ,0,J,Joined to existing bio site,
6010154,Susquehanna River,6,7,USSQ,154.7,06-USSQ-154.7,50 m above bridge; 10 m above Oak Cr. confluence,42.66689,-74.94513, ,43.757215,J,Joined to existing bio site,
16012100,Swamp River,16,,SWMP,0.2,16-SWMP-0.2,CR 6 bridge,41.71528,-73.57611,,,J,Joined to existing bio site,From group of 32 unconnected sites
9052101,Sylvia Lake Outlet in Fowler,9,7,SYLV,1.4,09-SYLV-1.4,5 m below Sylvia Lake Rd. bridge,44.27389,-75.39139,TURN 03; SYLV03(pre-2015),0,J,Joined to existing bio site,
13013310,Taghkanic Creek,13,7,WTAGH,9.5,13-WTAGH-9.5,"Town Hall, CR 10",42.123564,-73.721362, ,29.985121,J,Joined to existing bio site,
7053603,Taughannock Creek,7,7,TGHN,3.5,07-TGHN-3.5,At Route 96 Bridge,42.53,-76.637,TGHN-01 (pre-2017),0.160261,J,Joined to existing bio site,
16011102,Tenmile River,16,8,TEN,2.5,16-TEN-2.5,20 m below Lake Ellis Rd. bridge,41.65389,-73.53861, ,10.030426,J,Joined to existing bio site,
13063302,Tin Brook,13,11,TINW,1.6,13-TINW-1.6,20m above Rte 52 bridge,41.56111,-74.18333, ,36.42697,J,Joined to existing bio site,
5031006,Tioga River,5,7,TOGA,6.3,05-TOGA-6.3,200m below Presho-Lindley Rd bridge,42.08313,-77.14874, ,224.612757,J,Joined to existing bio site,
6022131,Tioughnioga River,6,7,TOGH,29.8,06-TOGH-29.8,50 m above Blodgett Mills bridge,42.56805,-76.12167,TOGH-05; TOGH 12 (pre-2014),0.671804,J,Joined to existing bio site,
11022201,Tomhannock Creek,11,7,TOMH,0.1,11-TOMH-0.1,"30m above the confluence with Hoosic River, Rte. 67 bridge",42.9012,-73.6379,TOMH-01 (pre-2016),75.833921,J,Joined to existing bio site,
1021067,Tonawanda Creek,1,7,TONA,65.8,01-TONA-65.8,5 m below Lyon St. bridge,43.00022,-78.19768,TONA-02 (pre-2016),6.616339,J,Joined to existing bio site,
1021103,Tonawanda Creek,1,7,TONA_E,0.1,01-TONA_E-0.1,Rte 98 bridge,42.71208,-78.33084,TONA-E (ore-2016),0,J,Joined to existing bio site,
9024101,Trib of East Branch Deer Creek in Malone,9,7,EDEE,13.4,09-EDEE-13.4,Wheeler Road 40 m above culvert,44.87035,-74.36071,EDEE-01(pre-2015),0,J,Joined to existing bio site,
1021200,Trib to Ransom Creek,1,7,RANS_T1,0.2,01-RANS_T1-0.2,SR 263,43.050046,-78.731063,RANS-T-1(pre-2016),20.473211,J,Joined to existing bio site,
3032001,Trib to Skinner Creek,3,8,SKIN_T5,0.2,03-SKIN_T5-0.2,downstream of the CR 90 bridge crossing,43.71098,-76.0532,SKIN-T-1 (pre-2016); SKIN-T0.2 (pre-2017),0,J,Joined to existing bio site,
9032101,Trout Brook,9,7,XRAQU,20.6,09-XRAQU-20.6,"Upstream, Raymondville near USGS gage, launch above dam, go upstream to some flow to be similar to other downstream sites",44.8343,-74.981,XRAQU-07 (pre-2017),34.676952,J,Joined to existing bio site,
14042401,Trout Creek in Trout Creek,14,8,TRUT,1.4,14-TRUT-1.4,East off CR 27,42.17694,-75.27889,TRUT 01 (prior 2014),0,J,Joined to existing bio site,
7053702,Trumansburg Creek,7,7,TRUM,2.8,07-TRUM-2.8,Cemetery St. bridge,42.5415,-76.6475,TRUM-01 (pre-2017),8.851702,J,Joined to existing bio site,
2011406,Tunungwant Creek,2,8,TUNG,1.3,02-TUNG-1.3,5 m below Limestone Run Rd. bridge(aka RiverRd Br),42.02327,-78.63329,TUNG-01 (pre-2016),7.903297,J,Joined to existing bio site,
5033101,Tuscarora Creek,5,7,TUSC,0.5,05-TUSC-0.5,@South St bridge,42.10327,-77.23372, ,30.398258,J,Joined to existing bio site,
6011105,Unadilla River,6,7,DILA,5.4,06-DILA-5.4,"50 m above Rt. 40 bridge 
250 m below bridge in 2013 due to high flow events",42.37722,-75.405,DILA 01,211.751215,J,Joined to existing bio site,
6011157,Unadilla River,6,7,DILA,54.7,06-DILA-54.7,10m below Rte 51 bridge (at hazardous waste site),42.8821,-75.19293, ,32.336014,J,Joined to existing bio site,
8012201,Unnamed Trib to Mill Creek,8,7,MLLL_T7,0.8,08-MLLL_T7-0.8,400 meters upstream of Route 12,43.7903,-75.546073,UMLL-01 (pre-2017),66.516258,J,Joined to existing bio site,
6014100,Unnamed Trib To Willseyville Creek,6,7,PROP,0.1,06-PROP-0.1,10m below Rte 96B bridge,42.2625,-76.37611, ,0.942106,J,Joined to existing bio site,
14044100,Unnamed Tributary to Fly Creek in Windsor,14,7,FLYC_T2,0.6,14-FLYC_T2-0.6,Off Tennent Rd,42.044645,-75.524657,FLYC-T(pre-2014),0,J,Joined to existing bio site,
4023200,Unnamed Tributary to Honeoye Creek in Richmond,4,7,RICM_T9,0.4,04-RICM_T9-0.4,upstream of Lake Road,42.72271,-77.50155,RICM 01 (pre-2014); RICM-0.4 (pre-2017),55.417938,J,Joined to existing bio site,
9023201,Unnamed Tributary to Little Salmon River in Fort Covington,9,7,LSAL_T1,1,09-LSAL_T1-1.0,130 m east off Frye Rd; mostly wetland,44.961192,-74.495155,LSAL-F (pre-2015); LSAL-F1.0 (pre-2017),190.226386,J,Joined to existing bio site,
1053301,Van  Buren Bay Creek,1,7,VBUR,0.4,01-VBUR-0.4,150 m below Van Buren Rd crossing,42.44742,-79.40407,VBUR-01 (pre-2016),141.406779,J,Joined to existing bio site,
4031701,Van Campen Creek,4,7,VCAM,0.4,04-VCAM-0.4,10 m above Rt. 19 bridge,42.25177,-78.05797,VCAM 01 (pre-2014),0,J,Joined to existing bio site,
9043201,Van Rensselaer Creek in Pierrepont,9,7,VREN,1.1,09-VREN-1.1,10m below Rte. 91 bridge,44.50056,-75.05167,VREN 02 (pre-2014),0,J,Joined to existing bio site,
4.03E+11,Vandermark Creek,4,7,VANM,8.2,04-VANM-8.2,CR 10 just before DEC,42.22302,-77.8727,VANM-00 (pre-2017),41.897431,J,Joined to existing bio site,
10042126,W Br Ausable River,10,8,SABL_W,25.6,10-SABL_W-25.6,50 m below Rte. 73 bridge at Olympic ski jump,44.25722,-73.9625,SABL-01 (pre-2017),53.90774,J,Joined to existing bio site,
14041001,W Br Delaware River,14,8,WDEL,1.3,14-WDEL-1.3,100 m above Rt. 191 bridge,41.9525,-75.29166,DELA 3; WDEL 13  (pre-2014),0.555487,J,Joined to existing bio site,
14041077,W Br Delaware River,14,8,WDEL,75.7,14-WDEL-75.7,100 m upstream of Cornell Ave bridge,42.37278,-74.66722,WDEL 01  (pre-2014),42.367666,J,Joined to existing bio site,
14012300,W Br Mongaup River,14,8,MONG_W,0.2,14-MONG_W-0.2,20 m above Gale Rd bridge,41.68111,-74.775,MONG-W; WMON-05 (pre-2017),163.08113,J,Joined to existing bio site,
14022200,W Br Neversink River,14,8,UNVR_W,0.4,14-UNVR_W-0.4,2nd bridge from inters. of CR 19 & CR 157 (Frost Valley Rd) bridge. Near USGS gage,41.92065,-74.5748,UNVR NW11 (pre-2017),21.10153,J,Joined to existing bio site,
9022203,W Br St Regis River,9,7,REGI_W,2.7,09-REGI_W-2.7,30m above McCarthy Rd bridge,44.78611,-74.81528,REGI-W (pre-2017),57.823782,J,Joined to existing bio site,
11022107,Walloomsac River,11,7,WALL,6.2,11-WALL-6.2,50 m above Cottrell Rd. bridge,42.93945,-73.285,WALL-03 (pre-2016),0.622126,J,Joined to existing bio site,
1052108,Walnut Creek,1,7,WLNT,8.2,01-WLNT-8.2,20 m downstream of Rte 39 bridge,42.46848,-79.18062,WLNT-00 (pre-2016),5.538036,J,Joined to existing bio site,
13051005,Wappingers Creek,13,7,WAPP,5,13-WAPP-5.0,100 m above Jackson Rd. bridge,41.62556,-73.8925,WAPP 03 ( pre 2002),148.493432,J,Joined to existing bio site,
16012102,Wassaic Creek,16,,WASS,1.2,16-WASS-1.2,CR 81 bridge,41.795,-73.5525,,,J,Joined to existing bio site,From group of 32 unconnected sites
7011101,Waterhouse Creek,7,7,WHOS,0.3,07-WHOS-0.3,Fremont Rd bridge; 10m below,43.33278,-76.41417, ,66.044272,J,Joined to existing bio site,
13064205,Wawayanda Creek,13,8,WAWA,4.5,13-WAWA-4.5,15 m below Ryerson Rd. bridge,41.23833,-74.41805, ,86.506099,J,Joined to existing bio site,
10063101,West Brook,10,8,WSBR,0.2,10-WSBR-0.2,30 m below foot bridge; opposite Action Park,43.41833,-73.71083, ,74.296425,J,Joined to existing bio site,
14042301,West Brook in Walton,14,8,WSTB,1.1,14-WSTB-1.1,Austin Lincoln Park Rd; 20m downstream,42.1775,-75.12778,WSTB 02 (pre-2014),0,J,Joined to existing bio site,
9066102,West Creek in Evans Mills,9,7,WSCK,3.4,09-WSCK-3.4,North Star Rd; low gradient,44.061953,-75.827492, ,60.54501,J,Joined to existing bio site,
11033101,White Creek,11,7,WHIT,1.1,11-WHIT-1.1,Hanks Rd bridge; 20m upstream,43.15139,-73.35389, ,125.386389,J,Joined to existing bio site,
14033101,Willowemoc Creek,14,8,WILL,0.5,14-WILL-0.5,200 m above Main St. bridge,41.93028,-74.91528,WILL 08 (pre-2014),0.318805,J,Joined to existing bio site,
7034413,Wood Creek,7,7,WDCR,16.6,07-WDCR-16.6,"Rte 69, 5m above bridge",43.21472,-75.47028, ,0.302804,J,Joined to existing bio site,
8011604,Woodhull Creek,8,8,WDHL,4,08-WDHL-4.0,40 m below Horton Rd.bridge; at DEC fishing access,43.46333,-75.1725, ,54.740954,J,Joined to existing bio site,
13011803,Wynants Kill,13,,WYNT,2.9,13-WYNT-2.9,"Winter St. bridge, 10 m below old wood dam",42.70194,-73.65722,,,J,Joined to existing bio site,From group of 32 unconnected sites
11011101,Anthony Kill,11,7,ANTH,0.8,11-ANTH-0.8,Off Saratoga Ave,42.909168,-73.689163,,N/A,N,New rivermile ,
12022301,Batavia Kill,12,8,BATV,0.2,12-BATV-0.2,Rte 23A bridge,42.30389,-74.4175,,N/A,N,New rivermile ,
17012702,Beaverdam Creek,17,14,BVDC,0.1,17-BVDC-0.1,Below Beaver Dam Road bridge,40.771,-72.917,,N/A,N,New rivermile ,
10053201,Big Creek,10,7,BIGC,1.7,10-BIGC-1.7,Off SR 149,43.35627,-73.4701,,N/A,N,New rivermile ,
4022401,Big Spring Creek,4,7,BSPR,0.2,04-BSPR-0.2,Off Spring St,42.991944,-77.866183,,N/A,N,New rivermile ,
4021133,Black Creek,4,7,BLAK,30.8,04-BLAK-30.8,Byron Elba Road,43.079958,-78.068642,,N/A,N,New rivermile ,
4021136,Black Creek,4,7,BLAK,33.7,04-BLAK-33.7,At Walkers Corner Road,43.048219,-78.069411,,N/A,N,New rivermile ,
4031502,Black Creek,4,7,BLCB,2,04-BLCB-2.0,Lake Rd bridge,42.31607,-78.13316,,N/A,N,New rivermile ,
9054107,Black Creek,9,7,BLAH,9.1,09-BLAH-9.1,At South Hammond Rd bridge,44.39335,-75.72928,,N/A,N,New rivermile ,
9065301,Black Creek,9,7,BLAP,0.8,09-BLAP-0.8,At Garden of Eden Rd. bridge,44.148611,-75.700555,,N/A,N,New rivermile ,
8010051,Black River,8,7,BLCK,47.8,08-BLCK-47.8,At SR 812 bridge,43.822778,-75.463611,,N/A,N,New rivermile ,
13013203,Black River,13,8,BLAG,3.1,13-BLAG-3.1,Black River Road bridge,42.57139,-73.40892,,N/A,N,New rivermile ,
10041230,Boquet River,10,8,BOQT,28.6,10-BOQT-28.6,Above CR 8 bridge,44.21778,-73.58556,,N/A,N,New rivermile ,
4031301,Caneadea Creek,4,7,CNEA,0.1,04-CNEA-0.1,At SR 19,42.383055,-78.154722,,N/A,N,New rivermile ,
01032101B,Cazenovia Creek,1,7,CAZE,1.1,01-CAZE-1.1,At Cazenovia St. bridge,42.850556,-78.809167,,N/A,N,New rivermile ,"RIBS site ID was 0, filled from stream name match in chem data table"
6021053,Chenango River,6,7,NANG,48.1,06-NANG-48.1,At SR 320,42.553475,-75.523174,,N/A,N,New rivermile ,
2011701,Chipmunk Creek,2,8,CHIP,1.1,02-CHIP-1.1,Off South Nine Mile Rd. ,42.081667,-78.603056,,N/A,N,New rivermile ,
17012805,Connetquot Brook,17,14,CONQ,1.6,17-CONQ-1.6,End of West Club Rd Connetquot State Park,40.7648,-73.1543,,N/A,N,New rivermile ,
12042103,Deans Creek,12,7,DEAN,2.4,12-DEAN-2.4,East Main St bridge,43.116944,-75.400555,,N/A,N,New rivermile ,
14010001,Delaware River,14,8,DELA,1.3,14-DELA-1.3,Pike St. bridge,41.37194,-74.69695,,N/A,N,New rivermile ,
7065100,Dutch Hollow Brook,7,7,DUCH,0.2,07-DUCH-0.2,At East Lake Rd. bridge,42.864159,-76.508049,,N/A,N,New rivermile ,
4031601,Dyke Creek,4,7,DYKE,0.3,04-DYKE-0.3,At South Main St.,42.118055,-77.941389,,N/A,N,New rivermile ,
14031001,East Branch Delaware River,14,8,EDEL,1.2,14-EDEL-1.2,Stockport Rd bridge,41.9529,-75.2767,,N/A,N,New rivermile ,
4032102,East Koy Creek,4,7,EKOY,1.9,04-EKOY-1.9,At Overholt Rd.,42.535556,-78.096667,,N/A,N,New rivermile ,
1042203,Eighteenmile Creek,1,7,TEES,2.6,01-TEES-2.6,At Bley Road bridge,42.680555,-78.878611,,N/A,N,New rivermile ,
2012501,English Creek,2,8,ENSH,1.9,02-ENSH-1.9,Just upstream of ASP Route 1 bridge,42.03241,-78.808006,,N/A,N,New rivermile ,
7053301,Fall Creek,7,7,FALL,0.9,07-FALL-0.9,Below North Cayuga St. bridge,42.454445,-76.500275,,N/A,N,New rivermile ,
11011204,Fish Creek,11,7,FISC,6.6,11-FISC-6.6,At Burgoyne Rd. bridge,43.095001,-73.613052,,N/A,N,New rivermile ,
10021006,Great Chazy River,10,7,GCHZ,6.6,10-GCHZ-6.6,At Ryder Rd bridge,44.9867,-73.4456,,N/A,N,New rivermile ,
13010139,Hudson River,13,7,LHUD,119.6,13-LHUD-119.6,BOUY 205,42.547778,-73.758611,,N/A,N,New rivermile ,
2012202,Ischua Creek,2,7,ISCH,2.2,02-ISCH-2.2,Kent Road bridge,42.193889,-78.381389,,N/A,N,New rivermile ,
8011702,Little Black Creek,8,8,LBLK,1.9,08-LBLK-1.9,Roberts Rd bridge at DEC fishing access,43.389,-75.113,,N/A,N,New rivermile ,
10021203,Little Chazy River,10,7,LCHZ,2.6,10-LCHZ-2.6,At Stetson Rd bridge,44.901944,-73.415555,,N/A,N,New rivermile ,
12013101,Mathew Creek,12,7,MATT,0.9,12-MATT-0.9,20 m below O'Neil Rd.culverts,43.02389,-74.38139,,N/A,N,New rivermile ,
12010065,Mohawk River,12,7,MOHK,64.6,12-MOHK-64.6,At River Rd bridge,42.933611,-74.617778,,N/A,N,New rivermile ,
12010108,Mohawk River,12,7,MOHK,104.9,12-MOHK-104.9,Barnes Ave bridge,43.111667,-75.244722, ,N/A,N,New rivermile ,
11014205,Mourning Kill,11,7,MORN,4,11-MORN-4.0,At Tiffault Rd bridge,42.976667,-73.850833,,N/A,N,New rivermile ,
1022303,Mud Creek,1,7,MUDN,2.6,01-MUDN-2.6,At Minnick Rd bridge,43.100278,-78.667222,,N/A,N,New rivermile ,
6031301,Nanticoke Creek,6,7,NANT,0.8,06-NANT-0.8,90 m upstream of West Main St bridge,42.0925,-76.089722,,N/A,N,New rivermile ,
14021001,Neversink River,14,8,NEVR,0.6,14-NEVR-0.6,East Main St.bridge,41.361111,-74.685278,,N/A,N,New rivermile ,
2012301,Oil Creek,2,7,OIL,0.3,02-OIL-0.3,Old State Road bridge,42.170278,-78.384444,,N/A,N,New rivermile ,
9021301,Pike Creek,9,7,PIKC,0.9,09-PIKC-0.9,At CR 43 bridge,44.988333,-74.546667,,N/A,N,New rivermile ,
14023104,Pine Kill,14,8,PINE,3.9,14-PINE-3.9,Knob Hill Rd bridge,41.54379,-74.57426,,N/A,N,New rivermile ,
13072203,Plattekill Creek,13,7,PLCK,2.4,13-PLCK-2.4,Off Glasco Turnpike,42.04,-73.999722,,N/A,N,New rivermile ,
13011501,Poesten Kill,13,7,POST,0.2,13-POST-0.2,Second St. bridge,42.7202,-73.694,,N/A,N,New rivermile ,
13011519,Poesten Kill,13,8,POST,20.3,13-POST-20.3,Plank Rd bridge,42.69097,-73.45936,,N/A,N,New rivermile ,
5011302,Post Creek,5,7,POSC,1.6,05-POSC-1.6,Above High St Extension bridge,42.16265,-77.05397,,N/A,N,New rivermile ,
9031081,Raquette River,9,7,RAQU,43.8,09-RAQU-43.8,At CR 24 bridge,44.586944,-74.96,,N/A,N,New rivermile ,
10010001,Richelieu River,10,7,RICH,1.6,10-RICH-1.6,Off Lake St.,44.98889,-73.36389,,N/A,N,New rivermile ,
12011801,South Chuctanunda Creek,12,7,SCHU,0.3,12-SCHU-0.3,Florida Avenue bridge,42.935278,-74.203333,,N/A,N,New rivermile ,
7053401,Salmon Creek,7,7,SMON,0.3,07-SMON-0.3,At Myers Rd bridge,42.539444,-76.543333,,N/A,N,New rivermile ,
3013003,Sandy Creek,3,7,SNDY,2.9,03-SNDY-2.9,Lake Road West Bridge,43.335255,-77.927886,,N/A,N,New rivermile ,
12012002,Sauquoit Creek,12,7,SAUQ,1.1,12-SAUQ-1.1,end of Greenman Ave; Farm & Family Ctr.parking lot,43.11722,-75.28472,,N/A,N,New rivermile ,
12021001,Schoharie Creek,12,7,SCHO,0.5,12-SCHO-0.5,At SR 5S bridge,42.937222,-74.280556,,N/A,N,New rivermile ,
14022402,Sheldrake Stream,14,8,SHEL,1.6,14-SHEL-1.6,River Rd bridge ,41.668056,-74.623056,,N/A,N,New rivermile ,
4022103,Spring Brook in Lima,4,7,SPRG,2.5,04-SPRG-2.5,At Corby Road bridge,42.934404,-77.606905,,N/A,N,New rivermile ,
12012203,Spruce Creek,12,8,SPRC,2.5,12-SPRC-2.5,Kingsley Rd bridge,43.140278,-74.786111,,N/A,N,New rivermile ,
13013110,Stony Kill,13,7,STON,10.1,13-STON-10.1,"Rt. 295, where stream is close to road",42.40939,-73.52219,,N/A,N,New rivermile ,
1021020,Tonawanda Creek,1,7,TONA,19.6,01-TONA-19.6,300 m below Rapids Rd. bridge,43.093333,-78.636389,,N/A,N,New rivermile ,
14041060,West Branch Delaware River,14,8,WDEL,57.9,14-WDEL-57.9,Bridge St. bridge,42.278333,-74.9125,,N/A,N,New rivermile ,
11043201,West Stony Creek,11,8,WSTN,0.1,11-WSTN-0.1,West Stony Creek Rd; 200m above Rte 30 bridge,43.254722,-74.223611,,N/A,N,New rivermile ,
14033103,Willowemoc Creek,14,8,WILL,3.2,14-WILL-3.2,Hazel Rd. bridge,41.92639,-74.87527,,N/A,N,New rivermile ,
13102001,Kinderhook Creek,13,7,CLAV,2.8,13-CLAV-2.8,CR 20 bridge,42.286389,-73.737222,,N/A,N,New rivermile & ID,
12022401,Little Schoharie Creek,12,8,LSCH,0.4,12-LSCH-0.4,Clauverwie Road bridge,42.587778,-74.336389,,N/A,N,New rivermile & ID,
10051501,Mettawee River,10,7,METT,1.1,10-METT-1.1,Gray Lane bridge,43.528333,-73.387778,,N/A,N,New rivermile & ID,
6010153,Susquehanna River,6,7,USSQ,149.8,06-USSQ-149.8,Clintonville Rd,42.616,-74.954,,N/A,N,New rivermile & ID,
13051002,Wappingers Creek,13,7,WAPP,1.9,13-WAPP-1.9,At Creek Road Bridge,41.5988,-73.925,,N/A,N,New rivermile & ID,
4022300,Unnamed Tributary to Black Creek,4,7,BLAK_T30a,0.2,04-BLAK_T30a-0.2,50 m above Cockram Rd. bridge,43.053931,-78.062908,,N/A,N,New rivermile & Trib ID,
8010001,Black River,8,,BLCK,1.4,08-BLCK-1.4,SR 180 bridge,44.00444,-76.04528,,N/A,N*,New site,*DUPLICATE SITE. Associate data from both RIBS site IDs with single new SBU ID. From group of 32 unconnected sites
8010005,Black River,8,,BLCK,1.4,08-BLCK-1.4,SR 180 bridge,44.00444,-76.04528,,N/A,N*,New site,*DUPLICATE SITE. Associate data from both RIBS site IDs with single new SBU ID. From group of 32 unconnected sites
9021201,Little Salmon River,9,,LSAL,0.6,09-LSAL-0.6,At CR 43 bridge,44.9908333,-74.5030555,,N/A,N,New site,From group of 32 unconnected sites
13010077,Lower Hudson River,13,,LHUD,66.3,13-LHUD-66.3,Off North Water Street at Poughkeepsie Water Treatment Facility,41.7206,-73.9388,,N/A,N,New site,From group of 32 unconnected sites
5011201,Newtown Creek,5,,NEWT,1.2,05-NEWT-1.2,East Avenue bridge,42.09046,-76.783723,,N/A,N,New site,From group of 32 unconnected sites
1010001,Niagara River,1,,NIAG,0.2,01-NIAG-0.2,off shore of Fort Niagara State Park,43.26111,-79.06306,,N/A,N,New site,From group of 32 unconnected sites
5034100,Purdy Creek,5,,PURD,0.2,05-PURD-0.2,SR 248 bridge,42.25908,-77.60856,,N/A,N,New site,From group of 32 unconnected sites
13011700,Quassaic Creek,13,,QUAS,0.1,13-QUAS-0.1,River Rd. bridge,41.4882,-74.0091,,N/A,N,New site,From group of 32 unconnected sites
10010001E,Richelieu River,10,,RICH,1.6,10-RICH-1.6,100 m south of bridge,44.99917,-73.34917,,N/A,N,New site,From group of 32 unconnected sites
8011802,Roaring Brook,8,,ROAR,2,08-ROAR-2.0,Cannan Rd bridge,43.742,-75.425,,N/A,N,New site,From group of 32 unconnected sites
3031202,Salmon River,3,,SALM,1.3,03-SALM-1.3,At SR 3 bridge,43.570107,-76.186899,,N/A,N,New site,From group of 32 unconnected sites
13103116,Valatie Kill,13,,VLAT,15.6,13-VLAT-15.6,CR 15,42.56111,-73.575,,N/A,N,New site,From group of 32 unconnected sites
